stress_score,positive_affect,negative_affect,clarity_rating,prior_adherence,prior_delta,age_band,stress_state_bucket
25,40,35,2,0.88,-0.25,41-60,Moderate
21,24,50,1,0.15,-2.61,26-40,Moderate
22,10,11,2,0.9,-2.11,41-60,Moderate
37,21,35,3,0.51,2.88,18-25,Moderate
0,37,12,3,0.64,6.68,18-25,Low
31,38,34,4,0.26,-1.39,26-40,Moderate
21,38,42,5,0.29,6.18,41-60,Moderate
2,28,19,3,0.61,2.09,41-60,Moderate
23,22,41,5,0.55,1.07,18-25,Moderate
33,46,16,1,0.72,-5.73,41-60,Moderate
10,23,43,2,0.44,-0.42,18-25,Moderate
25,25,19,5,0.49,9.48,41-60,Moderate
18,17,23,2,0.01,-6.57,26-40,Moderate
22,32,27,3,0.95,-7.28,26-40,Moderate
3,11,12,2,0.59,-7.03,18-25,Moderate
18,46,32,4,1.0,9.74,41-60,Moderate
14,26,37,3,0.32,-8.26,26-40,Moderate
36,48,43,1,0.43,3.17,26-40,High
11,11,37,2,0.01,-2.48,18-25,Moderate
6,17,29,4,0.57,8.56,18-25,Moderate
9,31,47,1,0.65,4.96,18-25,Moderate
12,36,24,3,0.72,6.12,18-25,Low
33,44,28,1,0.03,-4.83,18-25,Moderate
24,45,26,5,0.7,4.53,41-60,Moderate
29,21,21,3,0.4,-5.71,26-40,Moderate
23,20,22,3,0.74,-4.96,41-60,Moderate
19,17,18,4,0.45,-7.58,18-25,Moderate
12,30,37,3,0.42,-1.36,41-60,Moderate
1,21,45,3,0.48,8.63,26-40,Moderate
18,11,46,1,0.17,9.16,41-60,Moderate
9,12,45,1,0.42,4.73,26-40,Moderate
29,30,39,4,0.25,-5.02,41-60,Moderate
21,30,10,5,0.13,-2.03,26-40,Moderate
16,30,40,3,0.56,-1.77,18-25,Moderate
5,25,35,5,0.23,5.46,18-25,Moderate
29,35,38,3,0.45,-9.68,18-25,Moderate
34,40,44,2,0.9,-8.84,18-25,High
37,41,29,2,0.5,-0.33,41-60,Moderate
28,38,28,4,0.26,-0.38,41-60,Moderate
7,33,29,5,0.52,-6.89,26-40,Low
15,16,25,3,0.04,2.41,41-60,Moderate
32,29,45,3,0.24,2.55,18-25,Moderate
5,33,49,2,0.42,-2.29,41-60,Moderate
5,33,42,5,0.34,-1.79,41-60,Low
26,47,27,5,0.04,0.06,41-60,Moderate
39,39,50,4,0.3,1.2,26-40,Moderate
24,11,45,2,0.19,0.24,26-40,Moderate
31,30,19,5,0.53,-0.07,26-40,Moderate
16,18,33,4,0.44,9.89,18-25,Moderate
36,28,37,1,0.45,-5.22,18-25,High
25,49,20,5,0.42,1.31,41-60,Moderate
28,32,27,3,0.72,-5.51,41-60,Moderate
4,48,20,2,0.11,-8.1,18-25,Moderate
30,40,22,1,0.93,8.77,41-60,Moderate
32,24,25,4,0.69,4.5,18-25,Moderate
24,24,13,4,0.4,-6.51,41-60,Moderate
31,48,18,1,0.05,8.84,26-40,Moderate
20,21,11,5,0.34,-9.59,41-60,Moderate
13,39,38,4,0.55,9.73,18-25,Low
1,49,23,2,0.02,6.61,18-25,Moderate
16,34,41,4,0.44,1.42,26-40,Moderate
24,40,46,1,0.83,-6.85,18-25,Moderate
22,23,15,1,0.12,9.6,18-25,Moderate
11,22,45,2,0.11,-5.88,18-25,Moderate
39,17,17,1,0.31,-0.75,26-40,Moderate
34,31,32,5,0.86,5.63,41-60,Moderate
30,22,37,2,0.58,-4.51,41-60,High
28,32,33,2,0.56,-3.22,26-40,High
3,43,31,5,0.21,-3.18,18-25,Low
14,40,18,3,0.01,1.14,18-25,Moderate
20,18,47,3,0.55,3.57,18-25,Moderate
14,10,39,5,0.43,1.09,26-40,Moderate
35,31,22,4,0.26,5.19,26-40,Moderate
15,19,20,4,0.7,-2.48,18-25,Moderate
31,26,44,1,0.64,3.6,41-60,High
3,32,37,4,0.95,5.82,26-40,Low
39,22,41,5,0.04,-4.98,41-60,Moderate
14,43,15,1,0.53,-1.95,18-25,Moderate
8,14,32,1,0.29,-2.66,18-25,Moderate
18,42,10,5,0.09,5.41,18-25,Moderate
5,42,39,3,0.66,-4.55,26-40,Low
27,32,13,4,0.1,7.45,41-60,Moderate
33,13,47,5,0.04,-4.37,41-60,Moderate
25,28,18,5,0.45,4.39,26-40,Moderate
15,26,31,5,0.63,9.69,26-40,Moderate
29,17,30,2,0.26,-0.88,41-60,Moderate
2,35,30,4,0.95,0.33,18-25,Low
9,23,49,1,0.36,8.83,18-25,Moderate
22,32,44,5,0.81,4.84,18-25,Moderate
15,25,49,2,0.28,8.61,18-25,Moderate
8,43,26,3,0.51,-7.86,26-40,Low
23,16,43,4,0.76,4.45,26-40,Moderate
12,32,47,5,0.33,5.1,41-60,Low
4,22,14,4,0.23,2.24,41-60,Moderate
17,30,19,5,0.87,-4.22,26-40,Moderate
22,31,13,2,0.58,5.84,26-40,Moderate
34,48,32,2,0.93,5.99,18-25,High
5,14,38,4,0.54,-0.78,41-60,Moderate
0,36,33,4,0.99,8.76,18-25,Low
1,39,39,1,0.88,9.22,18-25,Moderate
37,22,20,2,0.58,3.79,41-60,Moderate
19,26,26,4,0.75,0.42,41-60,Moderate
9,37,42,3,0.66,-3.54,18-25,Low
28,36,27,4,0.53,1.92,18-25,Moderate
9,30,33,3,0.42,0.16,41-60,Moderate
36,11,11,1,0.19,2.69,41-60,Moderate
19,42,13,5,0.31,3.12,41-60,Moderate
4,34,46,2,0.91,2.76,41-60,Moderate
18,23,49,1,0.96,6.41,26-40,Moderate
16,17,10,5,0.29,-4.58,41-60,Moderate
4,33,37,3,0.62,2.03,18-25,Low
36,35,24,3,0.93,-9.83,18-25,Moderate
2,10,18,1,0.11,3.52,18-25,Moderate
33,18,22,5,0.31,9.68,18-25,Moderate
3,45,19,4,0.48,-5.88,18-25,Low
11,12,42,2,0.95,-1.14,18-25,Moderate
13,23,12,1,0.08,0.02,41-60,Moderate
21,28,44,4,0.24,1.1,18-25,Moderate
32,22,44,3,0.02,-3.41,41-60,Moderate
23,44,28,5,0.63,0.65,26-40,Moderate
3,42,22,4,0.9,8.55,26-40,Low
11,20,15,4,0.26,-7.59,41-60,Moderate
2,12,29,4,0.22,-8.89,18-25,Moderate
23,49,15,4,0.1,-0.08,41-60,Moderate
20,22,31,3,0.51,-7.22,26-40,Moderate
17,40,46,5,0.53,6.65,18-25,Moderate
22,40,38,3,0.76,-2.86,26-40,Moderate
26,34,49,4,0.45,0.14,41-60,Moderate
2,19,24,1,0.04,-4.07,26-40,Moderate
4,14,23,2,0.31,0.44,41-60,Moderate
15,23,46,1,0.98,2.89,26-40,Moderate
16,45,15,5,0.51,6.51,41-60,Moderate
9,50,45,5,0.61,6.41,26-40,Low
35,22,27,1,0.57,8.97,26-40,Moderate
4,15,47,3,0.94,-8.03,41-60,Moderate
35,42,40,5,0.85,0.1,41-60,Moderate
36,41,35,2,0.73,-6.71,41-60,High
3,46,47,3,0.56,8.08,41-60,Low
23,26,17,3,0.36,-5.0,26-40,Moderate
26,31,25,2,0.99,-0.75,26-40,Moderate
16,25,15,3,0.21,-3.25,26-40,Moderate
39,24,42,3,0.53,-7.24,26-40,Moderate
36,14,38,4,0.98,-3.79,18-25,Moderate
3,38,34,1,0.76,-8.83,26-40,Moderate
26,45,41,1,0.32,-2.08,26-40,Moderate
10,35,49,1,0.3,4.11,26-40,Moderate
8,31,17,2,0.69,0.4,26-40,Moderate
18,34,47,5,0.19,-4.3,26-40,Moderate
18,11,23,5,0.79,1.63,18-25,Moderate
38,49,49,5,0.78,-0.14,18-25,Moderate
11,36,27,5,0.3,-9.76,26-40,Low
26,18,48,1,0.61,-9.06,18-25,Moderate
6,17,25,3,0.66,-3.22,18-25,Moderate
20,46,40,1,0.73,-2.44,41-60,Moderate
26,13,33,3,0.69,-4.12,18-25,Moderate
27,26,40,2,0.01,-8.08,26-40,High
20,45,32,4,0.16,3.42,41-60,Moderate
6,38,38,5,0.6,-4.71,41-60,Low
37,15,16,5,0.21,2.32,18-25,Moderate
31,22,39,1,0.78,-4.29,41-60,High
27,29,43,5,0.82,-6.22,18-25,Moderate
10,26,31,5,0.7,-6.71,18-25,Moderate
5,43,23,4,0.01,2.03,41-60,Low
31,35,23,4,0.79,7.75,18-25,Moderate
21,31,25,3,0.35,-8.55,18-25,Moderate
9,34,40,5,0.3,9.8,18-25,Low
25,30,45,1,0.45,-0.85,18-25,Moderate
8,39,13,5,0.51,-2.8,26-40,Low
21,46,17,1,0.21,8.36,26-40,Moderate
15,14,25,3,0.08,-2.53,18-25,Moderate
2,33,37,2,0.01,5.06,26-40,Moderate
22,26,16,4,0.1,-2.73,41-60,Moderate
19,33,14,5,0.18,2.94,18-25,Moderate
4,48,47,2,0.07,-0.71,18-25,Moderate
39,46,27,4,0.55,9.0,41-60,Moderate
14,16,23,2,0.04,1.75,18-25,Moderate
30,22,27,1,0.62,-6.22,41-60,Moderate
9,38,43,1,0.22,-4.92,41-60,Moderate
12,48,36,5,0.36,-0.71,26-40,Low
27,11,46,1,0.95,-8.43,26-40,High
28,44,20,1,0.44,2.68,41-60,Moderate
8,48,12,5,0.19,-3.08,41-60,Low
27,27,14,2,0.47,9.09,18-25,Moderate
0,12,36,2,0.31,8.65,26-40,Moderate
4,38,42,2,0.28,0.14,41-60,Moderate
20,24,29,1,0.69,0.68,18-25,Moderate
26,35,42,2,0.89,-0.08,26-40,Moderate
14,10,20,2,0.21,3.75,18-25,Moderate
21,27,26,2,0.16,9.06,18-25,Moderate
15,15,12,1,0.01,-6.93,26-40,Moderate
23,36,13,5,0.51,-7.44,18-25,Moderate
17,26,47,5,0.15,8.3,18-25,Moderate
20,19,22,4,0.02,5.45,41-60,Moderate
33,48,50,5,0.83,-9.55,18-25,Moderate
38,17,33,5,0.9,-7.91,18-25,Moderate
0,43,26,5,0.69,8.77,18-25,Low
23,48,30,3,0.39,4.83,41-60,Moderate
2,41,44,3,0.6,7.44,41-60,Low
3,49,28,5,0.69,-4.1,18-25,Low
22,19,12,5,0.94,-9.63,18-25,Moderate
18,49,44,1,0.67,-8.13,18-25,Moderate
22,15,11,5,0.42,6.66,41-60,Moderate
28,16,38,5,0.53,0.23,26-40,Moderate
11,19,24,5,0.92,-2.53,41-60,Moderate
38,12,11,5,0.4,7.41,18-25,Moderate
2,50,33,1,0.74,-9.05,18-25,Moderate
26,42,31,5,0.58,0.3,26-40,Moderate
18,22,35,5,0.42,-7.18,41-60,Moderate
29,36,16,4,0.33,0.17,26-40,Moderate
16,13,23,4,0.02,9.25,41-60,Moderate
25,27,41,3,0.01,-4.5,41-60,Moderate
34,23,12,5,0.32,5.34,18-25,Moderate
25,12,49,4,0.74,0.64,41-60,Moderate
39,42,16,5,0.51,3.44,26-40,Moderate
26,23,31,4,0.45,-2.95,41-60,Moderate
17,31,18,1,0.26,-5.47,26-40,Moderate
12,46,15,5,0.73,-8.53,41-60,Low
24,20,23,5,0.46,4.28,18-25,Moderate
4,17,14,2,0.34,1.09,18-25,Moderate
25,15,25,4,0.46,-4.63,26-40,Moderate
36,15,28,2,0.73,0.2,18-25,Moderate
8,12,17,4,0.46,0.35,18-25,Moderate
15,23,22,1,0.93,-3.1,41-60,Moderate
3,11,44,2,0.77,-5.57,41-60,Moderate
11,28,19,1,0.07,2.8,41-60,Moderate
8,18,21,1,0.73,-2.89,18-25,Moderate
7,41,15,5,0.99,-6.39,26-40,Low
33,28,16,2,0.54,9.9,26-40,Moderate
35,26,46,4,0.04,-1.37,26-40,Moderate
27,29,50,4,0.65,-9.34,41-60,Moderate
0,26,18,4,0.52,-9.7,26-40,Moderate
8,39,29,4,0.93,2.91,26-40,Low
34,45,10,1,0.2,-7.38,41-60,Moderate
13,34,13,1,0.79,4.78,26-40,Moderate
12,13,45,2,0.25,5.55,26-40,Moderate
36,32,16,4,0.02,0.03,26-40,Moderate
35,24,41,5,0.75,3.57,41-60,Moderate
15,28,38,4,0.88,1.5,18-25,Moderate
15,10,11,4,0.16,9.91,18-25,Moderate
35,22,10,1,0.73,6.22,18-25,Moderate
14,21,10,5,0.85,-2.65,41-60,Moderate
27,16,18,2,0.06,1.48,18-25,Moderate
14,47,30,2,0.56,-3.36,41-60,Moderate
5,46,46,1,0.52,8.67,18-25,Moderate
25,48,50,5,0.43,-6.05,18-25,Moderate
12,22,49,3,0.29,0.34,18-25,Moderate
18,47,41,2,0.26,-0.07,26-40,Moderate
27,20,42,2,0.57,6.45,18-25,High
37,31,14,3,0.67,7.83,18-25,Moderate
38,32,21,2,0.8,4.97,18-25,Moderate
15,22,38,1,0.22,7.24,18-25,Moderate
35,18,23,3,0.41,8.6,41-60,Moderate
31,47,12,2,0.91,2.61,41-60,Moderate
19,41,32,1,0.13,5.08,41-60,Moderate
29,43,23,4,0.21,-9.41,41-60,Moderate
31,22,30,1,0.6,2.28,41-60,Moderate
26,44,25,4,0.65,3.74,26-40,Moderate
30,45,42,1,0.98,7.96,18-25,High
22,24,35,1,0.68,7.49,18-25,Moderate
13,26,21,5,0.08,6.74,18-25,Moderate
12,29,24,5,0.13,8.27,26-40,Moderate
1,39,35,3,0.39,-4.97,26-40,Low
27,29,20,2,0.72,6.03,41-60,Moderate
40,28,27,1,0.77,7.15,26-40,Moderate
23,47,37,4,0.74,1.99,26-40,Moderate
1,14,20,2,0.98,9.14,41-60,Moderate
38,50,46,4,0.47,-2.2,18-25,Moderate
21,40,32,3,0.35,2.07,26-40,Moderate
27,48,26,3,0.61,-5.6,41-60,Moderate
38,44,39,1,0.47,6.37,41-60,High
16,26,23,1,0.95,-2.05,41-60,Moderate
39,48,41,4,0.18,8.29,18-25,Moderate
26,28,40,1,0.94,-2.63,18-25,Moderate
3,20,31,4,0.6,-0.2,26-40,Moderate
33,20,40,3,0.42,1.2,41-60,Moderate
20,39,19,2,0.75,8.73,18-25,Moderate
7,43,25,1,0.28,1.59,18-25,Moderate
21,41,36,2,0.9,3.18,18-25,Moderate
27,28,14,1,0.77,7.34,26-40,Moderate
37,26,10,3,0.3,2.46,18-25,Moderate
7,44,48,4,0.64,7.85,26-40,Low
12,29,14,5,0.51,-7.26,18-25,Moderate
33,28,26,5,0.26,-9.25,41-60,Moderate
7,36,24,5,0.65,3.62,18-25,Low
12,29,11,3,0.89,8.73,41-60,Moderate
36,15,23,4,0.98,-4.52,18-25,Moderate
35,43,36,3,0.26,8.18,18-25,Moderate
15,34,24,1,0.42,5.15,18-25,Moderate
16,25,49,4,0.35,-0.26,41-60,Moderate
26,42,19,1,0.3,-4.62,18-25,Moderate
17,32,43,5,0.41,-5.77,41-60,Moderate
19,31,32,1,0.68,2.67,26-40,Moderate
16,28,39,3,0.63,-4.95,18-25,Moderate
17,15,41,5,0.75,-9.59,41-60,Moderate
32,25,48,3,0.07,6.42,41-60,Moderate
1,23,47,1,0.68,9.87,41-60,Moderate
40,45,50,4,0.49,2.5,41-60,Moderate
23,29,40,2,0.29,8.3,18-25,Moderate
4,22,38,4,0.78,5.68,18-25,Moderate
26,34,13,5,0.89,-5.2,26-40,Moderate
37,33,17,4,0.42,-5.42,18-25,Moderate
15,44,26,1,0.83,1.07,41-60,Moderate
38,27,21,3,0.39,8.31,41-60,Moderate
14,10,11,1,0.52,-7.2,41-60,Moderate
8,22,15,3,0.06,5.25,18-25,Moderate
10,49,47,2,0.68,-0.59,18-25,Moderate
16,16,49,4,0.15,-8.07,41-60,Moderate
30,34,50,5,0.63,-3.98,18-25,Moderate
35,17,30,3,0.74,9.72,18-25,Moderate
26,28,32,3,0.72,1.96,41-60,Moderate
39,14,50,3,0.64,4.57,41-60,Moderate
20,32,47,2,0.89,9.53,18-25,Moderate
28,47,46,4,0.54,-8.18,41-60,Moderate
22,12,46,5,0.26,-9.63,41-60,Moderate
28,11,50,1,0.79,-6.13,41-60,High
19,30,46,3,0.65,-0.97,26-40,Moderate
18,27,10,1,0.27,0.92,26-40,Moderate
28,40,45,3,0.27,9.34,41-60,Moderate
19,19,46,3,0.98,-9.6,18-25,Moderate
20,42,33,5,0.79,8.45,26-40,Moderate
8,11,39,3,0.21,-4.58,18-25,Moderate
12,16,25,1,0.71,8.52,18-25,Moderate
19,44,46,1,0.05,-2.79,26-40,Moderate
29,37,36,2,0.78,4.38,26-40,High
40,36,37,2,0.58,-9.03,18-25,High
20,10,37,2,1.0,-0.88,41-60,Moderate
25,29,34,5,0.99,4.26,41-60,Moderate
5,32,39,3,0.66,7.66,18-25,Low
11,11,44,4,0.54,-6.91,18-25,Moderate
37,16,24,3,0.82,-7.44,18-25,Moderate
5,11,23,1,0.91,-5.29,41-60,Moderate
12,35,21,2,0.28,9.07,26-40,Moderate
39,33,43,4,0.08,5.8,26-40,Moderate
12,23,23,1,0.79,9.48,18-25,Moderate
25,35,10,1,0.49,7.45,18-25,Moderate
29,22,33,2,0.04,-7.06,18-25,High
24,23,15,4,0.35,7.18,41-60,Moderate
37,39,50,1,0.7,8.1,26-40,High
33,25,33,2,0.01,-0.16,18-25,High
3,10,29,3,0.77,-0.59,41-60,Moderate
24,12,14,2,0.77,-6.87,41-60,Moderate
6,39,39,3,0.96,7.35,41-60,Low
32,23,47,2,0.82,-2.67,18-25,High
37,25,30,4,0.97,1.1,41-60,Moderate
14,12,44,2,0.51,6.28,18-25,Moderate
11,11,26,3,0.71,-4.92,41-60,Moderate
40,30,24,3,0.83,-7.15,18-25,Moderate
20,41,14,1,0.81,-0.59,26-40,Moderate
33,19,50,1,0.65,0.05,18-25,High
31,42,47,4,0.61,-2.01,18-25,Moderate
33,20,40,2,0.27,1.81,26-40,High
17,49,50,4,0.95,-8.55,26-40,Moderate
3,33,45,4,0.55,-2.34,26-40,Low
22,24,45,3,0.54,-4.51,41-60,Moderate
34,45,19,5,0.78,6.81,26-40,Moderate
38,13,14,4,0.15,-8.34,41-60,Moderate
24,23,20,5,0.91,-2.74,41-60,Moderate
23,48,35,3,0.14,6.46,26-40,Moderate
37,41,15,2,0.15,-4.7,18-25,Moderate
6,36,34,1,0.05,-9.98,41-60,Moderate
11,32,48,1,0.33,-4.21,18-25,Moderate
12,38,47,1,0.17,-1.51,41-60,Moderate
36,23,46,1,0.02,0.4,26-40,High
2,49,42,3,0.52,1.44,18-25,Low
18,35,26,4,0.5,9.17,26-40,Moderate
18,42,16,5,0.41,-8.35,41-60,Moderate
7,21,22,2,0.14,-9.49,18-25,Moderate
19,25,46,3,0.61,-6.67,18-25,Moderate
33,31,49,3,0.79,-5.7,41-60,Moderate
40,32,18,5,0.45,0.26,41-60,Moderate
15,34,35,1,0.33,-1.15,18-25,Moderate
38,42,10,5,0.62,0.88,41-60,Moderate
27,35,37,3,0.87,-1.35,26-40,Moderate
29,27,44,3,0.45,4.28,18-25,Moderate
29,30,47,5,0.57,7.07,18-25,Moderate
17,38,47,4,0.34,-9.94,26-40,Moderate
17,46,47,4,0.61,4.76,26-40,Moderate
19,18,10,2,0.41,9.06,26-40,Moderate
22,18,28,5,0.38,0.87,18-25,Moderate
18,32,36,3,0.75,0.2,18-25,Moderate
26,43,42,4,0.57,-3.31,41-60,Moderate
39,44,40,2,0.94,0.42,41-60,High
40,18,18,5,0.93,1.81,18-25,Moderate
1,35,23,3,0.3,-2.91,26-40,Low
20,37,15,4,0.18,-2.42,41-60,Moderate
7,18,11,1,0.68,-0.46,18-25,Moderate
16,47,44,4,0.88,-0.36,41-60,Moderate
3,46,44,2,0.25,7.19,41-60,Moderate
21,37,39,4,0.68,-8.87,18-25,Moderate
7,18,10,5,0.33,8.47,18-25,Moderate
30,23,23,5,0.89,-4.87,18-25,Moderate
8,46,46,3,0.8,-2.06,18-25,Low
27,45,27,1,0.5,-9.87,18-25,Moderate
25,17,33,4,0.96,3.07,41-60,Moderate
21,31,21,2,0.58,2.35,41-60,Moderate
14,46,25,5,0.68,6.95,26-40,Moderate
40,36,40,1,0.76,-6.64,26-40,High
28,10,17,1,0.95,-5.71,26-40,Moderate
17,31,50,4,0.85,9.85,26-40,Moderate
4,43,48,3,0.32,7.89,18-25,Low
36,24,33,2,0.73,6.65,18-25,High
9,26,23,2,0.71,-1.55,41-60,Moderate
6,19,18,1,0.22,-5.91,26-40,Moderate
19,16,49,4,0.88,2.28,41-60,Moderate
38,49,16,1,0.01,-2.94,41-60,Moderate
39,31,26,2,0.46,-8.58,26-40,Moderate
17,33,11,2,0.22,6.22,41-60,Moderate
11,41,37,4,0.13,-7.34,26-40,Low
35,12,10,1,0.98,-8.08,26-40,Moderate
4,28,48,2,0.73,-8.12,26-40,Moderate
38,36,50,2,0.76,9.45,18-25,High
13,23,23,1,0.2,-9.78,41-60,Moderate
31,27,23,2,0.23,0.18,26-40,Moderate
9,19,33,2,0.17,4.63,26-40,Moderate
0,42,13,1,0.03,2.08,18-25,Moderate
22,34,22,3,0.15,-0.16,26-40,Moderate
12,36,29,1,0.23,0.53,41-60,Moderate
28,49,28,4,0.83,-6.51,26-40,Moderate
20,31,19,2,0.72,-4.3,18-25,Moderate
16,39,35,5,0.28,-0.03,26-40,Moderate
20,26,49,5,0.41,4.1,26-40,Moderate
18,16,26,1,0.12,8.97,26-40,Moderate
1,41,14,5,0.0,7.77,41-60,Low
5,24,24,5,0.75,5.88,18-25,Moderate
30,43,38,3,0.32,-2.79,26-40,Moderate
21,18,29,3,0.72,-3.11,26-40,Moderate
8,14,49,3,0.67,-6.08,26-40,Moderate
38,14,31,2,0.41,0.51,26-40,High
10,19,48,2,0.06,-6.68,26-40,Moderate
15,47,12,2,0.78,-3.58,26-40,Moderate
24,44,44,5,0.71,1.55,26-40,Moderate
34,40,17,4,0.67,-7.31,26-40,Moderate
3,29,18,2,0.51,-9.49,18-25,Moderate
40,47,28,5,0.06,9.23,26-40,Moderate
15,23,18,5,0.77,-9.23,18-25,Moderate
39,10,41,2,0.52,1.0,18-25,High
21,29,25,2,0.68,9.58,18-25,Moderate
30,50,23,5,0.1,-1.01,41-60,Moderate
28,20,14,1,0.76,0.22,18-25,Moderate
18,31,43,1,0.12,3.46,41-60,Moderate
9,37,27,3,0.21,2.92,18-25,Low
15,27,25,1,0.99,4.89,41-60,Moderate
4,30,12,3,0.83,-1.9,41-60,Moderate
13,13,27,5,0.56,-1.9,41-60,Moderate
19,33,44,4,0.76,2.9,41-60,Moderate
32,11,22,2,0.86,-8.16,41-60,Moderate
29,33,42,1,0.07,-5.68,41-60,High
18,16,28,1,0.54,5.84,26-40,Moderate
3,47,13,5,0.16,2.95,26-40,Low
36,20,20,5,0.65,-5.95,18-25,Moderate
17,27,19,4,0.61,-4.5,41-60,Moderate
15,11,39,2,0.01,-0.38,41-60,Moderate
19,44,32,2,0.81,-5.4,18-25,Moderate
35,29,12,3,0.42,9.39,41-60,Moderate
1,30,15,4,0.86,-0.39,41-60,Moderate
8,20,32,2,0.91,8.98,41-60,Moderate
10,44,24,3,1.0,-6.57,18-25,Low
27,41,34,4,0.08,7.5,41-60,Moderate
27,10,14,2,0.41,6.62,41-60,Moderate
1,27,22,3,0.74,7.94,41-60,Moderate
10,39,41,2,0.91,-8.15,26-40,Moderate
27,19,31,1,0.95,-5.07,18-25,High
23,45,41,2,0.45,8.75,18-25,Moderate
35,37,23,2,0.25,5.18,41-60,Moderate
20,21,39,4,0.13,1.43,26-40,Moderate
24,14,15,5,0.07,3.78,41-60,Moderate
14,45,50,3,0.7,-4.86,18-25,Moderate
5,28,37,1,0.59,-3.7,41-60,Moderate
30,20,24,2,0.64,7.54,41-60,Moderate
2,27,34,3,0.51,3.51,26-40,Moderate
14,48,19,5,0.92,3.41,41-60,Moderate
31,19,22,2,0.05,3.32,41-60,Moderate
2,30,11,4,0.15,-0.62,18-25,Moderate
5,16,28,4,0.27,-9.95,18-25,Moderate
25,21,31,5,0.95,2.17,18-25,Moderate
19,36,47,3,0.89,-4.82,26-40,Moderate
40,43,48,1,0.31,-0.19,18-25,High
14,41,17,1,0.02,-7.33,41-60,Moderate
32,14,27,2,0.35,1.99,18-25,Moderate
22,49,14,2,0.72,5.1,26-40,Moderate
16,37,47,5,0.81,-9.33,18-25,Moderate
24,30,47,2,0.53,-4.65,41-60,Moderate
3,28,11,2,0.44,5.9,18-25,Moderate
33,45,28,1,0.74,-5.66,26-40,Moderate
34,22,24,1,0.38,-1.2,41-60,Moderate
39,12,43,3,0.45,2.93,26-40,Moderate
6,50,21,5,0.47,-5.77,41-60,Low
14,33,17,5,0.73,9.79,26-40,Moderate
13,25,29,1,0.97,-3.63,26-40,Moderate
28,12,20,3,0.02,7.96,41-60,Moderate
15,19,42,4,0.95,-1.53,26-40,Moderate
12,33,41,5,0.44,4.92,26-40,Low
11,30,30,3,0.72,6.71,26-40,Moderate
0,21,23,1,0.78,-4.24,41-60,Moderate
2,15,15,4,0.45,-4.88,18-25,Moderate
25,41,19,2,0.12,-7.67,26-40,Moderate
29,23,46,1,0.47,-3.06,41-60,High
21,40,16,1,0.02,2.19,41-60,Moderate
18,41,24,5,0.94,-6.41,41-60,Moderate
3,45,32,4,0.01,-0.03,41-60,Low
37,31,23,1,0.21,-0.28,18-25,Moderate
14,10,33,4,0.69,8.81,41-60,Moderate
30,20,25,5,0.17,-3.49,26-40,Moderate
30,18,45,5,0.57,-2.35,18-25,Moderate
23,17,28,2,0.28,2.8,18-25,Moderate
3,46,17,1,0.19,1.38,18-25,Moderate
10,14,33,2,0.23,-2.21,26-40,Moderate
29,10,31,2,0.9,8.31,18-25,High
26,34,38,4,0.38,-7.17,18-25,Moderate
19,27,43,5,0.83,-4.12,26-40,Moderate
16,30,49,3,0.07,-1.97,18-25,Moderate
25,32,15,4,0.41,-1.53,26-40,Moderate
7,28,47,5,0.64,-2.12,41-60,Moderate
26,10,48,5,0.63,-6.27,18-25,Moderate
36,40,20,2,0.67,-9.61,18-25,Moderate
4,18,37,3,0.67,-5.44,18-25,Moderate
37,30,36,1,0.97,9.66,41-60,High
16,48,16,5,0.02,-2.46,41-60,Moderate
7,14,39,3,0.82,0.92,26-40,Moderate
29,24,45,4,0.67,-5.91,41-60,Moderate
29,48,22,2,0.76,3.29,26-40,Moderate
26,44,24,4,0.82,5.23,41-60,Moderate
19,41,47,5,0.88,-6.01,41-60,Moderate
38,29,27,2,0.44,4.14,18-25,Moderate
21,30,11,5,0.73,-9.15,41-60,Moderate
40,18,16,1,0.41,-3.05,26-40,Moderate
13,41,45,2,0.72,2.9,26-40,Moderate
13,29,34,2,0.95,9.75,41-60,Moderate
20,32,41,5,0.46,9.03,18-25,Moderate
39,50,27,3,0.6,-0.9,41-60,Moderate
26,26,49,2,0.86,-9.74,26-40,Moderate
36,50,50,2,0.31,-1.15,26-40,High
2,26,23,3,0.26,3.78,41-60,Moderate
3,42,26,4,0.57,-3.75,26-40,Low
17,40,36,2,0.85,0.2,26-40,Moderate
15,21,20,4,0.49,-7.69,26-40,Moderate
11,39,18,5,0.6,4.49,41-60,Low
3,24,36,4,0.13,-7.79,26-40,Moderate
30,48,17,2,0.77,-1.42,18-25,Moderate
21,12,24,3,0.73,-1.61,18-25,Moderate
0,35,17,2,0.58,-8.7,41-60,Moderate
36,35,37,4,0.27,-6.18,18-25,Moderate
34,38,21,4,0.87,-2.33,26-40,Moderate
16,19,27,3,0.72,-3.0,41-60,Moderate
35,34,45,2,0.01,-6.6,18-25,High
30,31,32,4,0.13,4.66,26-40,Moderate
22,29,49,1,0.97,-1.51,26-40,Moderate
40,15,36,4,0.85,2.59,18-25,Moderate
38,18,16,1,0.4,-7.61,41-60,Moderate
3,47,33,1,0.68,-8.24,18-25,Moderate
26,16,18,3,0.59,-4.18,26-40,Moderate
2,24,30,2,0.26,-1.07,18-25,Moderate
5,11,38,1,0.59,3.68,18-25,Moderate
28,46,29,1,0.98,-0.71,18-25,Moderate
24,10,24,2,0.33,8.01,41-60,Moderate
